Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR5413733	(0.0, 0.016965852958257477)	(1.0, 0.011745590509562868)	(2.0, 0.008482926479128738)	(3.0, 0.0065253280608682605)	(4.0, 0.005872795254781434)	(5.0, 0.007177860866955087)	(6.0, 0.00978799209130239)	(7.0, 0.018270918570431127)	(8.0, 0.022186115406952086)	(9.0, 0.02740637785564669)	(10.0, 0.02675384504955987)	(11.0, 0.020881049794778433)	(12.0, 0.026101312243473042)	(13.0, 0.0326266403043413)	(14.0, 0.03588930433477543)	(15.0, 0.03523677152868861)	(16.0, 0.028711443467820348)	(17.0, 0.02479624663129939)	(18.0, 0.0326266403043413)	(19.0, 0.039804501171296386)	(20.0, 0.04437223081390417)	(21.0, 0.057422886935640696)	(22.0, 0.07177860866955087)	(23.0, 0.08287166637302691)	(24.0, 0.09853245371911072)	(25.0, 0.12724389718693108)	(26.0, 0.16639586555214064)	(27.0, 0.19510730901996098)	(28.0, 0.21990355565126035)	(29.0, 0.28254670503559565)	(30.0, 0.3419271903894968)	(31.0, 0.4848318749225118)	(32.0, 0.8417673198520055)	(33.0, 1.4747241417562267)	(34.0, 2.501810778536891)	(35.0, 3.7194369946949077)	(36.0, 4.655169038623417)	(37.0, 5.338370886596324)	(38.0, 5.618959993213659)	(39.0, 5.434945741897174)	(40.0, 5.159576897728534)	(41.0, 4.786328132646869)	(42.0, 4.542933395976482)	(43.0, 4.358919144659998)	(44.0, 4.106388948704396)	(45.0, 3.830367571729669)	(46.0, 3.5452107354697255)	(47.0, 3.410136444609753)	(48.0, 3.270494424107172)	(49.0, 3.243740579057612)	(50.0, 3.2691893584949985)	(51.0, 3.191537954570666)	(52.0, 3.146513190950675)	(53.0, 3.007523703254181)	(54.0, 2.6460205286820795)	(55.0, 2.307356002323017)	(56.0, 1.9974029194317744)	(57.0, 1.578476857924032)	(58.0, 1.2319819378919274)	(59.0, 0.933774445510248)	(60.0, 0.6760239871059517)	(61.0, 0.581406730223362)	(62.0, 0.5840168614477093)	(63.0, 0.6101181736911823)	(64.0, 0.5246363760938081)	(65.0, 0.3615031745721016)	(66.0, 0.281241639423422)	(67.0, 0.20685289952952385)	(68.0, 0.12006603631997599)	(69.0, 0.06916847744520356)	(70.0, 0.06329568219042213)	(71.0, 0.05285515729303291)	(72.0, 0.03849943555912273)	(73.0, 0.028058910661733518)	(74.0, 0.015008254539996999)	(75.0, 0.007177860866955087)	(76.0, 0.003915196836520956)	(77.0, 0.004567729642607782)	(78.0, 0.005220262448694608)	(79.0, 0.001305065612173652)	(80.0, 0.001305065612173652)	(81.0, 0.001957598418260478)	(82.0, 0.000652532806086826)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.000652532806086826)	(98.0, 0.000652532806086826)	(99.0, 0.0)	(100.0, 0.0)
SRR5413733_cleaned	(0.0, 0.015466523898753757)	(1.0, 0.010707593468367985)	(2.0, 0.007138395645578656)	(3.0, 0.005353796734183992)	(4.0, 0.005353796734183992)	(5.0, 0.006543529341780435)	(6.0, 0.008328128253175098)	(7.0, 0.015466523898753757)	(8.0, 0.019035721721543084)	(9.0, 0.023794652151928854)	(10.0, 0.02141518693673597)	(11.0, 0.017251122810148418)	(12.0, 0.023794652151928854)	(13.0, 0.030338181493709288)	(14.0, 0.03509711192409506)	(15.0, 0.042235507569673716)	(16.0, 0.053537967341839916)	(17.0, 0.07078909015198835)	(18.0, 0.09279914339252253)	(19.0, 0.11302459772166205)	(20.0, 0.12908598792421402)	(21.0, 0.15763957050652866)	(22.0, 0.20165967698759704)	(23.0, 0.2433003182534725)	(24.0, 0.27125903453198896)	(25.0, 0.3027869486332947)	(26.0, 0.3652479105321079)	(27.0, 0.42057047678534254)	(28.0, 0.4586419202284287)	(29.0, 0.5098004223550756)	(30.0, 0.5371642723297939)	(31.0, 0.6359120787602986)	(32.0, 0.9006275839505071)	(33.0, 1.386633354153654)	(34.0, 2.2783379435471875)	(35.0, 3.372891942535915)	(36.0, 4.155141132030576)	(37.0, 4.687546473929984)	(38.0, 4.9272775943606675)	(39.0, 4.82615032271497)	(40.0, 4.6334136402843455)	(41.0, 4.396061985068856)	(42.0, 4.274709259094019)	(43.0, 4.13372594509384)	(44.0, 3.9064870170429193)	(45.0, 3.650099640105886)	(46.0, 3.378245739270099)	(47.0, 3.218226703548378)	(48.0, 3.071294726510217)	(49.0, 3.026084887421552)	(50.0, 2.9386395407632135)	(51.0, 2.700693019243925)	(52.0, 2.5686326998007196)	(53.0, 2.5204485291930636)	(54.0, 2.368162755420719)	(55.0, 2.1635287469141313)	(56.0, 1.943428214508789)	(57.0, 1.706671425597097)	(58.0, 1.5305909996728235)	(59.0, 1.4181612682549596)	(60.0, 1.2950239433687278)	(61.0, 1.1492816989381638)	(62.0, 1.0660004164064125)	(63.0, 0.9892626632164422)	(64.0, 0.8577972100770351)	(65.0, 0.7102703667350764)	(66.0, 0.6204455548615448)	(67.0, 0.5365694060259957)	(68.0, 0.4146218137473603)	(69.0, 0.3039766812408911)	(70.0, 0.2653103714940067)	(71.0, 0.2308081258737099)	(72.0, 0.18321882156985217)	(73.0, 0.1421730466077749)	(74.0, 0.09398887600011897)	(75.0, 0.0612712292912168)	(76.0, 0.04045090865827905)	(77.0, 0.027363849974718184)	(78.0, 0.02201005324053419)	(79.0, 0.013681924987359092)	(80.0, 0.011302459772166207)	(81.0, 0.010112727164569763)	(82.0, 0.007138395645578656)	(83.0, 0.003569197822789328)	(84.0, 0.002974331518991107)	(85.0, 0.002974331518991107)	(86.0, 0.0023794652151928855)	(87.0, 0.001784598911394664)	(88.0, 0.0005948663037982214)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0005948663037982214)	(98.0, 0.0005948663037982214)	(99.0, 0.0)	(100.0, 0.0)
SRR5413734	(0.0, 0.013263343688943982)	(1.0, 0.009182314861576604)	(2.0, 0.003570900223946457)	(3.0, 0.00204051441368369)	(4.0, 0.00204051441368369)	(5.0, 0.00204051441368369)	(6.0, 0.00408102882736738)	(7.0, 0.007651929051313836)	(8.0, 0.009692443464997525)	(9.0, 0.011222829275260294)	(10.0, 0.011222829275260294)	(11.0, 0.013773472292364907)	(12.0, 0.021425401343678742)	(13.0, 0.02295578715394151)	(14.0, 0.02550643017104612)	(15.0, 0.03519887363604365)	(16.0, 0.04183054548051564)	(17.0, 0.04897234592840855)	(18.0, 0.05356350335919685)	(19.0, 0.05662427497972239)	(20.0, 0.059685046600247926)	(21.0, 0.06784710425498268)	(22.0, 0.08519147677129404)	(23.0, 0.10151559208076356)	(24.0, 0.11988022180391678)	(25.0, 0.14487652337154197)	(26.0, 0.17140321074942994)	(27.0, 0.19282861209310867)	(28.0, 0.21272362762652466)	(29.0, 0.2514934014865148)	(30.0, 0.2907733039499258)	(31.0, 0.3535191221706992)	(32.0, 0.4739094725780369)	(33.0, 0.7580511046834907)	(34.0, 1.2656290650873085)	(35.0, 1.9211443204831937)	(36.0, 2.570538032638028)	(37.0, 3.1786113279157675)	(38.0, 3.682618388095639)	(39.0, 3.9040142019803192)	(40.0, 3.901463558963215)	(41.0, 3.8938116299119008)	(42.0, 3.960128348356621)	(43.0, 3.945334618857414)	(44.0, 4.002979151043978)	(45.0, 4.220804064704712)	(46.0, 4.342724800922312)	(47.0, 4.326910814216264)	(48.0, 4.299873998234955)	(49.0, 4.434037820934657)	(50.0, 4.674308393145912)	(51.0, 4.842650832274816)	(52.0, 4.617684118166189)	(53.0, 4.113677057986318)	(54.0, 3.6071193547893428)	(55.0, 3.1668783700370864)	(56.0, 2.642976294323799)	(57.0, 2.2374240546041655)	(58.0, 1.8522769590213692)	(59.0, 1.4304006039922665)	(60.0, 1.0804523820455136)	(61.0, 0.7177509450132379)	(62.0, 0.7646827765279627)	(63.0, 0.7111192731687658)	(64.0, 0.45095368542409536)	(65.0, 0.3555596365843829)	(66.0, 0.34586719311938535)	(67.0, 0.27393906003703533)	(68.0, 0.16783231052548347)	(69.0, 0.13773472292364905)	(70.0, 0.08774211978839865)	(71.0, 0.04234067408393656)	(72.0, 0.04846221732498763)	(73.0, 0.04846221732498763)	(74.0, 0.026016558774467045)	(75.0, 0.004591157430788302)	(76.0, 0.005101286034209225)	(77.0, 0.006631671844471991)	(78.0, 0.00408102882736738)	(79.0, 0.0025506430171046124)	(80.0, 0.00204051441368369)	(81.0, 0.0005101286034209225)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR5413734_cleaned	(0.0, 0.011918350133623041)	(1.0, 0.008251165477123644)	(2.0, 0.0027503884923745477)	(3.0, 0.0013751942461872738)	(4.0, 0.0018335923282496985)	(5.0, 0.0013751942461872738)	(6.0, 0.0032087865744369727)	(7.0, 0.00687597123093637)	(8.0, 0.008251165477123644)	(9.0, 0.01100155396949819)	(10.0, 0.011918350133623041)	(11.0, 0.015127136708060013)	(12.0, 0.024295098349308507)	(13.0, 0.025670292595495782)	(14.0, 0.028879079169932754)	(15.0, 0.04583980820624247)	(16.0, 0.06234213916048976)	(17.0, 0.07563568354030006)	(18.0, 0.08617883942773583)	(19.0, 0.09947238380754615)	(20.0, 0.11780830709004313)	(21.0, 0.13751942461872738)	(22.0, 0.16135612488597348)	(23.0, 0.18565122323528196)	(24.0, 0.2062791369280911)	(25.0, 0.21407190432315232)	(26.0, 0.2117799139128402)	(27.0, 0.22003107938996383)	(28.0, 0.24295098349308508)	(29.0, 0.28833239361726515)	(30.0, 0.3185866670333851)	(31.0, 0.3447153577109433)	(32.0, 0.4643572571292362)	(33.0, 0.7311449408895673)	(34.0, 1.1753326824080568)	(35.0, 1.731369555949778)	(36.0, 2.2695289042910645)	(37.0, 2.841151312622908)	(38.0, 3.3302620661835154)	(39.0, 3.5425003781784175)	(40.0, 3.597049749943846)	(41.0, 3.6612254814325853)	(42.0, 3.802870488789875)	(43.0, 3.881714958904612)	(44.0, 3.9422235057368518)	(45.0, 4.140251477187819)	(46.0, 4.3369042543926)	(47.0, 4.386869645337404)	(48.0, 4.203968810594497)	(49.0, 4.072408561042581)	(50.0, 4.112747592264074)	(51.0, 4.173714537178377)	(52.0, 3.9468074865574763)	(53.0, 3.536082805029544)	(54.0, 3.2330816727862812)	(55.0, 2.943832483004891)	(56.0, 2.5954499406374487)	(57.0, 2.382294832478421)	(58.0, 2.2117707459511986)	(59.0, 1.9848636953302987)	(60.0, 1.6690274167892882)	(61.0, 1.3004753588110989)	(62.0, 1.2784722508721025)	(63.0, 1.123533699135003)	(64.0, 0.7838607203267461)	(65.0, 0.6192958088663357)	(66.0, 0.568872019839469)	(67.0, 0.4845267727399828)	(68.0, 0.37863681578356273)	(69.0, 0.3456321538750682)	(70.0, 0.2663292856782687)	(71.0, 0.1819840385787826)	(72.0, 0.15906413447566134)	(73.0, 0.14210340543935165)	(74.0, 0.09947238380754615)	(75.0, 0.05088218710892913)	(76.0, 0.034838254236744276)	(77.0, 0.03117106958024488)	(78.0, 0.023378302185183657)	(79.0, 0.014210340543935164)	(80.0, 0.009167961641248492)	(81.0, 0.00779276739506122)	(82.0, 0.0064175731488739455)	(83.0, 0.0032087865744369727)	(84.0, 0.0013751942461872738)	(85.0, 0.0009167961641248492)	(86.0, 0.0009167961641248492)	(87.0, 0.0009167961641248492)	(88.0, 0.0004583980820624246)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR5413735	(0.0, 0.021712776159371776)	(1.0, 0.012665786092966869)	(2.0, 0.002714097019921472)	(3.0, 0.002714097019921472)	(4.0, 0.002714097019921472)	(5.0, 0.002714097019921472)	(6.0, 0.002714097019921472)	(7.0, 0.006332893046483434)	(8.0, 0.012665786092966869)	(9.0, 0.012665786092966869)	(10.0, 0.0072375920531239256)	(11.0, 0.0072375920531239256)	(12.0, 0.012665786092966869)	(13.0, 0.01357048509960736)	(14.0, 0.012665786092966869)	(15.0, 0.009046990066404907)	(16.0, 0.010856388079685888)	(17.0, 0.01176108708632638)	(18.0, 0.017189281126169322)	(19.0, 0.02623627119257423)	(20.0, 0.02623627119257423)	(21.0, 0.025331572185933737)	(22.0, 0.03799735827890061)	(23.0, 0.04433025132538404)	(24.0, 0.045234950332024536)	(25.0, 0.0588054354316319)	(26.0, 0.07509001755116072)	(27.0, 0.12303906490310675)	(28.0, 0.15922702516872636)	(29.0, 0.17822570430817666)	(30.0, 0.2334123437132466)	(31.0, 0.31483525431089077)	(32.0, 0.5292489188846871)	(33.0, 1.0114534894240685)	(34.0, 1.819349702354027)	(35.0, 2.9447952666147974)	(36.0, 4.18604230372555)	(37.0, 5.183925308050012)	(38.0, 5.869687155083503)	(39.0, 6.332893046483434)	(40.0, 6.45140861635334)	(41.0, 6.301228581251017)	(42.0, 6.052436354424883)	(43.0, 5.754790381240162)	(44.0, 5.4942370673277)	(45.0, 5.237302549441801)	(46.0, 4.856424267646154)	(47.0, 4.369696202073571)	(48.0, 3.904680912660358)	(49.0, 3.5446107080174425)	(50.0, 3.441475021260427)	(51.0, 3.259630520925688)	(52.0, 2.7729024553531043)	(53.0, 2.12061447156531)	(54.0, 1.609459532813433)	(55.0, 1.4828016718837644)	(56.0, 1.172489912606076)	(57.0, 0.7943257278303509)	(58.0, 0.5717697721967901)	(59.0, 0.40259105795501837)	(60.0, 0.26507680894566377)	(61.0, 0.14294244304919754)	(62.0, 0.13751424900935458)	(63.0, 0.10223098775037545)	(64.0, 0.05609133841171043)	(65.0, 0.0488537463585865)	(66.0, 0.049758445365226986)	(67.0, 0.04433025132538404)	(68.0, 0.03166446523241718)	(69.0, 0.021712776159371776)	(70.0, 0.017189281126169322)	(71.0, 0.020808077152731287)	(72.0, 0.022617475166012268)	(73.0, 0.01357048509960736)	(74.0, 0.004523495033202454)	(75.0, 0.005428194039842944)	(76.0, 0.005428194039842944)	(77.0, 0.0018093980132809814)	(78.0, 0.002714097019921472)	(79.0, 0.0018093980132809814)	(80.0, 0.0)	(81.0, 0.0009046990066404907)	(82.0, 0.0009046990066404907)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR5413735_cleaned	(0.0, 0.023542798846402854)	(1.0, 0.013733299327068333)	(2.0, 0.0029428498558003568)	(3.0, 0.0029428498558003568)	(4.0, 0.0029428498558003568)	(5.0, 0.0029428498558003568)	(6.0, 0.0029428498558003568)	(7.0, 0.006866649663534167)	(8.0, 0.013733299327068333)	(9.0, 0.013733299327068333)	(10.0, 0.007847599615467618)	(11.0, 0.006866649663534167)	(12.0, 0.011771399423201427)	(13.0, 0.010790449471267977)	(14.0, 0.007847599615467618)	(15.0, 0.0058856997116007136)	(16.0, 0.010790449471267977)	(17.0, 0.011771399423201427)	(18.0, 0.013733299327068333)	(19.0, 0.01961899903866905)	(20.0, 0.018638049086735595)	(21.0, 0.01667614918286869)	(22.0, 0.018638049086735595)	(23.0, 0.021580898942535953)	(24.0, 0.015695199230935236)	(25.0, 0.015695199230935236)	(26.0, 0.02550469875026976)	(27.0, 0.053952247356339876)	(28.0, 0.07455219634694238)	(29.0, 0.08632359577014381)	(30.0, 0.12948539365521572)	(31.0, 0.20207569009829118)	(32.0, 0.4061132801004493)	(33.0, 0.9014930058268428)	(34.0, 1.7254909654509427)	(35.0, 2.8790881089246825)	(36.0, 4.1611896961017045)	(37.0, 5.141158698083224)	(38.0, 5.815071315061505)	(39.0, 6.303584391124365)	(40.0, 6.413450785740911)	(41.0, 6.224127445017755)	(42.0, 5.991642306409527)	(43.0, 5.751309568185832)	(44.0, 5.521767279433403)	(45.0, 5.278491691353907)	(46.0, 4.9086735594749955)	(47.0, 4.42408428321987)	(48.0, 3.967942555570815)	(49.0, 3.650114771144376)	(50.0, 3.580467324557101)	(51.0, 3.398991583449412)	(52.0, 2.9124404072904198)	(53.0, 2.2434325400718054)	(54.0, 1.7058719664122737)	(55.0, 1.5822722724686586)	(56.0, 1.257577838378686)	(57.0, 0.854407408134037)	(58.0, 0.617998469718075)	(59.0, 0.431617978850719)	(60.0, 0.28349453610876774)	(61.0, 0.15499009240548547)	(62.0, 0.14910439269388476)	(63.0, 0.11084734456848011)	(64.0, 0.060818897019874044)	(65.0, 0.052971297404406426)	(66.0, 0.053952247356339876)	(67.0, 0.048066547644739166)	(68.0, 0.03433324831767084)	(69.0, 0.023542798846402854)	(70.0, 0.018638049086735595)	(71.0, 0.022561848894469404)	(72.0, 0.024523748798336305)	(73.0, 0.014714249279001787)	(74.0, 0.004904749759667262)	(75.0, 0.0058856997116007136)	(76.0, 0.0058856997116007136)	(77.0, 0.0019618999038669045)	(78.0, 0.0029428498558003568)	(79.0, 0.0019618999038669045)	(80.0, 0.0)	(81.0, 0.0009809499519334523)	(82.0, 0.0009809499519334523)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR5413736	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.002544173207311954)	(9.0, 0.002544173207311954)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.001272086603655977)	(13.0, 0.003816259810967931)	(14.0, 0.003816259810967931)	(15.0, 0.001272086603655977)	(16.0, 0.005088346414623908)	(17.0, 0.007632519621935862)	(18.0, 0.005088346414623908)	(19.0, 0.003816259810967931)	(20.0, 0.007632519621935862)	(21.0, 0.013992952640215746)	(22.0, 0.021625472262151606)	(23.0, 0.03180216509139942)	(24.0, 0.03053007848774345)	(25.0, 0.03053007848774345)	(26.0, 0.04452303112795919)	(27.0, 0.048339290938927124)	(28.0, 0.05978807037183092)	(29.0, 0.07886936942667057)	(30.0, 0.09286232206688631)	(31.0, 0.15265039243871723)	(32.0, 0.3065728714810904)	(33.0, 0.6894709391815395)	(34.0, 1.3038887687473764)	(35.0, 2.29230005978807)	(36.0, 3.625446820419534)	(37.0, 4.989123659538741)	(38.0, 6.076757705664602)	(39.0, 6.801847069748508)	(40.0, 7.29160041215606)	(41.0, 7.198738090089172)	(42.0, 6.8781722659678675)	(43.0, 6.491457938456451)	(44.0, 5.845237943799214)	(45.0, 5.0807138950019715)	(46.0, 4.442126419966671)	(47.0, 3.904033786620193)	(48.0, 3.1458701708412304)	(49.0, 2.5009222627876504)	(50.0, 2.023889786416659)	(51.0, 1.592652427777283)	(52.0, 1.2593657376194172)	(53.0, 1.0024042436809097)	(54.0, 0.882828102937248)	(55.0, 0.9095419216140235)	(56.0, 0.8662909770897201)	(57.0, 0.8204958593581051)	(58.0, 0.8701072369006881)	(59.0, 0.8204958593581051)	(60.0, 0.769612395211866)	(61.0, 0.6983755454071313)	(62.0, 0.661485033901108)	(63.0, 0.6932871989925075)	(64.0, 0.6754779865413237)	(65.0, 0.6296828688097086)	(66.0, 0.5711668850415336)	(67.0, 0.5368205467428223)	(68.0, 0.5202834208952946)	(69.0, 0.5330042869318543)	(70.0, 0.4808487361819593)	(71.0, 0.3701772016638893)	(72.0, 0.3205658241213062)	(73.0, 0.3460075561944257)	(74.0, 0.3447354695907697)	(75.0, 0.27985905280431495)	(76.0, 0.21116637620689216)	(77.0, 0.19590133696302045)	(78.0, 0.1755479513045248)	(79.0, 0.1221203139509738)	(80.0, 0.0992227550851662)	(81.0, 0.07886936942667057)	(82.0, 0.053427637353551036)	(83.0, 0.03689051150602333)	(84.0, 0.019081299054839653)	(85.0, 0.007632519621935862)	(86.0, 0.003816259810967931)	(87.0, 0.001272086603655977)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.001272086603655977)
SRR5413736_cleaned	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.002763003384679146)	(9.0, 0.002763003384679146)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.001381501692339573)	(13.0, 0.002763003384679146)	(14.0, 0.002763003384679146)	(15.0, 0.001381501692339573)	(16.0, 0.002763003384679146)	(17.0, 0.005526006769358292)	(18.0, 0.005526006769358292)	(19.0, 0.004144505077018719)	(20.0, 0.005526006769358292)	(21.0, 0.009670511846377012)	(22.0, 0.015196518615735304)	(23.0, 0.02348552876977274)	(24.0, 0.02210402707743317)	(25.0, 0.02210402707743317)	(26.0, 0.02763003384679146)	(27.0, 0.02210402707743317)	(28.0, 0.033156040616149754)	(29.0, 0.05802307107826207)	(30.0, 0.06907508461697866)	(31.0, 0.11880914554120328)	(32.0, 0.2790633418525938)	(33.0, 0.6631208123229951)	(34.0, 1.2599295434136908)	(35.0, 2.23388823651309)	(36.0, 3.5767078814671547)	(37.0, 4.934724045036956)	(38.0, 5.973613317676314)	(39.0, 6.704427712923948)	(40.0, 7.234924362782344)	(41.0, 7.1617047730883465)	(42.0, 6.842577882157906)	(43.0, 6.454375906610485)	(44.0, 5.816122124749603)	(45.0, 5.036955170270083)	(46.0, 4.394556883332182)	(47.0, 3.8612972300891073)	(48.0, 3.093182289148304)	(49.0, 2.4576915106721007)	(50.0, 2.0017959522000415)	(51.0, 1.5832009394211508)	(52.0, 1.2571665400290115)	(53.0, 1.0071147337155488)	(54.0, 0.9076466118670995)	(55.0, 0.9477101609449472)	(56.0, 0.9117911169441183)	(57.0, 0.8786350763279684)	(58.0, 0.9380396490985701)	(59.0, 0.8869240864820059)	(60.0, 0.8344270221731022)	(61.0, 0.7556814257097465)	(62.0, 0.7156178766318988)	(63.0, 0.7529184223250673)	(64.0, 0.7335773986323133)	(65.0, 0.6838433377080887)	(66.0, 0.6202942598604684)	(67.0, 0.5829937141672998)	(68.0, 0.5650341921668853)	(69.0, 0.5788492090902811)	(70.0, 0.5222076397043587)	(71.0, 0.4020169924708158)	(72.0, 0.34813842646957244)	(73.0, 0.37576846031636385)	(74.0, 0.3743869586240243)	(75.0, 0.3039303723147061)	(76.0, 0.22932928092836916)	(77.0, 0.21275126062029426)	(78.0, 0.1906472335428611)	(79.0, 0.13262416246459902)	(80.0, 0.10775713200248671)	(81.0, 0.08565310492505353)	(82.0, 0.05802307107826207)	(83.0, 0.04006354907784762)	(84.0, 0.020722525385093598)	(85.0, 0.008289010154037438)	(86.0, 0.004144505077018719)	(87.0, 0.001381501692339573)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.001381501692339573)
SRR5413737	(0.0, 0.0)	(1.0, 0.0006356996192159281)	(2.0, 0.0006356996192159281)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0019070988576477843)	(8.0, 0.0019070988576477843)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0006356996192159281)	(14.0, 0.0012713992384318562)	(15.0, 0.0006356996192159281)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0031784980960796404)	(20.0, 0.0031784980960796404)	(21.0, 0.0031784980960796404)	(22.0, 0.005721296572943353)	(23.0, 0.005085596953727425)	(24.0, 0.006992695811375209)	(25.0, 0.00953549428823892)	(26.0, 0.012078292765102633)	(27.0, 0.015256790861182274)	(28.0, 0.022885186291773413)	(29.0, 0.03877767677217161)	(30.0, 0.06229856268316096)	(31.0, 0.13095412155848118)	(32.0, 0.3540846879032719)	(33.0, 0.8709084783258214)	(34.0, 1.7526238501783138)	(35.0, 2.8670052826638357)	(36.0, 4.1415830191917715)	(37.0, 5.254057352819646)	(38.0, 5.988290413014043)	(39.0, 6.347460697871042)	(40.0, 6.309318720718086)	(41.0, 6.149758116294889)	(42.0, 5.924720451092449)	(43.0, 5.605599242246054)	(44.0, 5.225450869954929)	(45.0, 4.721341071916698)	(46.0, 4.287158231992219)	(47.0, 3.8631465859751946)	(48.0, 3.3622152860330434)	(49.0, 2.877812176190506)	(50.0, 2.31521801318441)	(51.0, 1.8670497816371807)	(52.0, 1.6521833103421972)	(53.0, 1.4888085082037035)	(54.0, 1.4315955424742701)	(55.0, 1.4792730139154646)	(56.0, 1.4710089188656577)	(57.0, 1.4443095348585886)	(58.0, 1.423967147043679)	(59.0, 1.3279765045420737)	(60.0, 1.1563376073537732)	(61.0, 1.0717895579980548)	(62.0, 0.9789774135925293)	(63.0, 0.8047957179273649)	(64.0, 0.65413490817319)	(65.0, 0.5676797599598238)	(66.0, 0.5155523911841177)	(67.0, 0.4449897334511497)	(68.0, 0.3693414787644542)	(69.0, 0.2822506309318721)	(70.0, 0.20978087434125628)	(71.0, 0.1786315929996758)	(72.0, 0.1474823116580953)	(73.0, 0.1087046348859237)	(74.0, 0.1042547375514122)	(75.0, 0.09154074516709365)	(76.0, 0.054034467633353886)	(77.0, 0.04831317106041053)	(78.0, 0.03877767677217161)	(79.0, 0.018435288957261913)	(80.0, 0.011442593145886706)	(81.0, 0.006356996192159281)	(82.0, 0.0025427984768637123)	(83.0, 0.0019070988576477843)	(84.0, 0.0006356996192159281)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0006356996192159281)
